air_temp,ghi,period_end,period
23,891,2023-03-14T09:00:00+00:00,PT60M
24,966,2023-03-14T10:00:00+00:00,PT60M
26,894,2023-03-14T11:00:00+00:00,PT60M
26,840,2023-03-14T12:00:00+00:00,PT60M
27,728,2023-03-14T13:00:00+00:00,PT60M
27,593,2023-03-14T14:00:00+00:00,PT60M
26,387,2023-03-14T15:00:00+00:00,PT60M
24,175,2023-03-14T16:00:00+00:00,PT60M
22,10,2023-03-14T17:00:00+00:00,PT60M
19,0,2023-03-14T18:00:00+00:00,PT60M
19,0,2023-03-14T19:00:00+00:00,PT60M
18,0,2023-03-14T20:00:00+00:00,PT60M
17,0,2023-03-14T21:00:00+00:00,PT60M
16,0,2023-03-14T22:00:00+00:00,PT60M
15,0,2023-03-14T23:00:00+00:00,PT60M
15,0,2023-03-15T00:00:00+00:00,PT60M
14,0,2023-03-15T01:00:00+00:00,PT60M
14,0,2023-03-15T02:00:00+00:00,PT60M
14,0,2023-03-15T03:00:00+00:00,PT60M
14,0,2023-03-15T04:00:00+00:00,PT60M
15,43,2023-03-15T05:00:00+00:00,PT60M
18,190,2023-03-15T06:00:00+00:00,PT60M
20,336,2023-03-15T07:00:00+00:00,PT60M
21,531,2023-03-15T08:00:00+00:00,PT60M
22,804,2023-03-15T09:00:00+00:00,PT60M
23,843,2023-03-15T10:00:00+00:00,PT60M
24,729,2023-03-15T11:00:00+00:00,PT60M
25,638,2023-03-15T12:00:00+00:00,PT60M
24,253,2023-03-15T13:00:00+00:00,PT60M
23,153,2023-03-15T14:00:00+00:00,PT60M
22,50,2023-03-15T15:00:00+00:00,PT60M
21,29,2023-03-15T16:00:00+00:00,PT60M
21,5,2023-03-15T17:00:00+00:00,PT60M
19,0,2023-03-15T18:00:00+00:00,PT60M
18,0,2023-03-15T19:00:00+00:00,PT60M
17,0,2023-03-15T20:00:00+00:00,PT60M
17,0,2023-03-15T21:00:00+00:00,PT60M
16,0,2023-03-15T22:00:00+00:00,PT60M
15,0,2023-03-15T23:00:00+00:00,PT60M
15,0,2023-03-16T00:00:00+00:00,PT60M
14,0,2023-03-16T01:00:00+00:00,PT60M
13,0,2023-03-16T02:00:00+00:00,PT60M
13,0,2023-03-16T03:00:00+00:00,PT60M
13,0,2023-03-16T04:00:00+00:00,PT60M
14,47,2023-03-16T05:00:00+00:00,PT60M
16,261,2023-03-16T06:00:00+00:00,PT60M
18,503,2023-03-16T07:00:00+00:00,PT60M
20,693,2023-03-16T08:00:00+00:00,PT60M
21,811,2023-03-16T09:00:00+00:00,PT60M
23,872,2023-03-16T10:00:00+00:00,PT60M
25,838,2023-03-16T11:00:00+00:00,PT60M
25,577,2023-03-16T12:00:00+00:00,PT60M
25,642,2023-03-16T13:00:00+00:00,PT60M
25,467,2023-03-16T14:00:00+00:00,PT60M
25,201,2023-03-16T15:00:00+00:00,PT60M
24,138,2023-03-16T16:00:00+00:00,PT60M
21,8,2023-03-16T17:00:00+00:00,PT60M
19,0,2023-03-16T18:00:00+00:00,PT60M
17,0,2023-03-16T19:00:00+00:00,PT60M
17,0,2023-03-16T20:00:00+00:00,PT60M
16,0,2023-03-16T21:00:00+00:00,PT60M
15,0,2023-03-16T22:00:00+00:00,PT60M
14,0,2023-03-16T23:00:00+00:00,PT60M
14,0,2023-03-17T00:00:00+00:00,PT60M
13,0,2023-03-17T01:00:00+00:00,PT60M
13,0,2023-03-17T02:00:00+00:00,PT60M
13,0,2023-03-17T03:00:00+00:00,PT60M
13,0,2023-03-17T04:00:00+00:00,PT60M
14,46,2023-03-17T05:00:00+00:00,PT60M
15,258,2023-03-17T06:00:00+00:00,PT60M
18,497,2023-03-17T07:00:00+00:00,PT60M
20,708,2023-03-17T08:00:00+00:00,PT60M
21,813,2023-03-17T09:00:00+00:00,PT60M
23,956,2023-03-17T10:00:00+00:00,PT60M
24,984,2023-03-17T11:00:00+00:00,PT60M
25,925,2023-03-17T12:00:00+00:00,PT60M
25,696,2023-03-17T13:00:00+00:00,PT60M
26,514,2023-03-17T14:00:00+00:00,PT60M
25,318,2023-03-17T15:00:00+00:00,PT60M
24,106,2023-03-17T16:00:00+00:00,PT60M
23,7,2023-03-17T17:00:00+00:00,PT60M
21,0,2023-03-17T18:00:00+00:00,PT60M
20,0,2023-03-17T19:00:00+00:00,PT60M
19,0,2023-03-17T20:00:00+00:00,PT60M
19,0,2023-03-17T21:00:00+00:00,PT60M
17,0,2023-03-17T22:00:00+00:00,PT60M
16,0,2023-03-17T23:00:00+00:00,PT60M
15,0,2023-03-18T00:00:00+00:00,PT60M
15,0,2023-03-18T01:00:00+00:00,PT60M
15,0,2023-03-18T02:00:00+00:00,PT60M
15,0,2023-03-18T03:00:00+00:00,PT60M
14,0,2023-03-18T04:00:00+00:00,PT60M
14,46,2023-03-18T05:00:00+00:00,PT60M
17,259,2023-03-18T06:00:00+00:00,PT60M
19,498,2023-03-18T07:00:00+00:00,PT60M
21,708,2023-03-18T08:00:00+00:00,PT60M
23,865,2023-03-18T09:00:00+00:00,PT60M
24,960,2023-03-18T10:00:00+00:00,PT60M
26,983,2023-03-18T11:00:00+00:00,PT60M
27,908,2023-03-18T12:00:00+00:00,PT60M
27,764,2023-03-18T13:00:00+00:00,PT60M
27,597,2023-03-18T14:00:00+00:00,PT60M
27,383,2023-03-18T15:00:00+00:00,PT60M
26,152,2023-03-18T16:00:00+00:00,PT60M
24,7,2023-03-18T17:00:00+00:00,PT60M
22,0,2023-03-18T18:00:00+00:00,PT60M
21,0,2023-03-18T19:00:00+00:00,PT60M
20,0,2023-03-18T20:00:00+00:00,PT60M
20,0,2023-03-18T21:00:00+00:00,PT60M
19,0,2023-03-18T22:00:00+00:00,PT60M
18,0,2023-03-18T23:00:00+00:00,PT60M
17,0,2023-03-19T00:00:00+00:00,PT60M
17,0,2023-03-19T01:00:00+00:00,PT60M
17,0,2023-03-19T02:00:00+00:00,PT60M
17,0,2023-03-19T03:00:00+00:00,PT60M
17,0,2023-03-19T04:00:00+00:00,PT60M
17,46,2023-03-19T05:00:00+00:00,PT60M
19,259,2023-03-19T06:00:00+00:00,PT60M
22,497,2023-03-19T07:00:00+00:00,PT60M
25,707,2023-03-19T08:00:00+00:00,PT60M
27,866,2023-03-19T09:00:00+00:00,PT60M
28,961,2023-03-19T10:00:00+00:00,PT60M
29,981,2023-03-19T11:00:00+00:00,PT60M
30,921,2023-03-19T12:00:00+00:00,PT60M
30,730,2023-03-19T13:00:00+00:00,PT60M
30,570,2023-03-19T14:00:00+00:00,PT60M
29,383,2023-03-19T15:00:00+00:00,PT60M
28,150,2023-03-19T16:00:00+00:00,PT60M
26,6,2023-03-19T17:00:00+00:00,PT60M
24,0,2023-03-19T18:00:00+00:00,PT60M
23,0,2023-03-19T19:00:00+00:00,PT60M
22,0,2023-03-19T20:00:00+00:00,PT60M
20,0,2023-03-19T21:00:00+00:00,PT60M
19,0,2023-03-19T22:00:00+00:00,PT60M
18,0,2023-03-19T23:00:00+00:00,PT60M
19,0,2023-03-20T00:00:00+00:00,PT60M
18,0,2023-03-20T01:00:00+00:00,PT60M
18,0,2023-03-20T02:00:00+00:00,PT60M
18,0,2023-03-20T03:00:00+00:00,PT60M
17,0,2023-03-20T04:00:00+00:00,PT60M
17,33,2023-03-20T05:00:00+00:00,PT60M
20,202,2023-03-20T06:00:00+00:00,PT60M
22,469,2023-03-20T07:00:00+00:00,PT60M
24,684,2023-03-20T08:00:00+00:00,PT60M
26,840,2023-03-20T09:00:00+00:00,PT60M
27,917,2023-03-20T10:00:00+00:00,PT60M
29,902,2023-03-20T11:00:00+00:00,PT60M
29,742,2023-03-20T12:00:00+00:00,PT60M
29,622,2023-03-20T13:00:00+00:00,PT60M
29,483,2023-03-20T14:00:00+00:00,PT60M
28,341,2023-03-20T15:00:00+00:00,PT60M
27,136,2023-03-20T16:00:00+00:00,PT60M
23,5,2023-03-20T17:00:00+00:00,PT60M
21,0,2023-03-20T18:00:00+00:00,PT60M
20,0,2023-03-20T19:00:00+00:00,PT60M
19,0,2023-03-20T20:00:00+00:00,PT60M
18,0,2023-03-20T21:00:00+00:00,PT60M
18,0,2023-03-20T22:00:00+00:00,PT60M
18,0,2023-03-20T23:00:00+00:00,PT60M
17,0,2023-03-21T00:00:00+00:00,PT60M
16,0,2023-03-21T01:00:00+00:00,PT60M
16,0,2023-03-21T02:00:00+00:00,PT60M
15,0,2023-03-21T03:00:00+00:00,PT60M
15,0,2023-03-21T04:00:00+00:00,PT60M
16,33,2023-03-21T05:00:00+00:00,PT60M
18,183,2023-03-21T06:00:00+00:00,PT60M
19,336,2023-03-21T07:00:00+00:00,PT60M
21,556,2023-03-21T08:00:00+00:00,PT60M
23,717,2023-03-21T09:00:00+00:00,PT60M
25,837,2023-03-21T10:00:00+00:00,PT60M
26,877,2023-03-21T11:00:00+00:00,PT60M
27,802,2023-03-21T12:00:00+00:00,PT60M
27,646,2023-03-21T13:00:00+00:00,PT60M
27,387,2023-03-21T14:00:00+00:00,PT60M
26,213,2023-03-21T15:00:00+00:00,PT60M
24,99,2023-03-21T16:00:00+00:00,PT60M
21,4,2023-03-21T17:00:00+00:00,PT60M
20,0,2023-03-21T18:00:00+00:00,PT60M
19,0,2023-03-21T19:00:00+00:00,PT60M
18,0,2023-03-21T20:00:00+00:00,PT60M
17,0,2023-03-21T21:00:00+00:00,PT60M
16,0,2023-03-21T22:00:00+00:00,PT60M
16,0,2023-03-21T23:00:00+00:00,PT60M
15,0,2023-03-22T00:00:00+00:00,PT60M
15,0,2023-03-22T01:00:00+00:00,PT60M
15,0,2023-03-22T02:00:00+00:00,PT60M
15,0,2023-03-22T03:00:00+00:00,PT60M
15,0,2023-03-22T04:00:00+00:00,PT60M
15,38,2023-03-22T05:00:00+00:00,PT60M
17,240,2023-03-22T06:00:00+00:00,PT60M
20,483,2023-03-22T07:00:00+00:00,PT60M
22,694,2023-03-22T08:00:00+00:00,PT60M
24,855,2023-03-22T09:00:00+00:00,PT60M
25,949,2023-03-22T10:00:00+00:00,PT60M
27,968,2023-03-22T11:00:00+00:00,PT60M
28,905,2023-03-22T12:00:00+00:00,PT60M
28,791,2023-03-22T13:00:00+00:00,PT60M
27,607,2023-03-22T14:00:00+00:00,PT60M
27,382,2023-03-22T15:00:00+00:00,PT60M
25,144,2023-03-22T16:00:00+00:00,PT60M
22,5,2023-03-22T17:00:00+00:00,PT60M
19,0,2023-03-22T18:00:00+00:00,PT60M
18,0,2023-03-22T19:00:00+00:00,PT60M
18,0,2023-03-22T20:00:00+00:00,PT60M
17,0,2023-03-22T21:00:00+00:00,PT60M
16,0,2023-03-22T22:00:00+00:00,PT60M
15,0,2023-03-22T23:00:00+00:00,PT60M
15,0,2023-03-23T00:00:00+00:00,PT60M
14,0,2023-03-23T01:00:00+00:00,PT60M
14,0,2023-03-23T02:00:00+00:00,PT60M
13,0,2023-03-23T03:00:00+00:00,PT60M
13,0,2023-03-23T04:00:00+00:00,PT60M
14,30,2023-03-23T05:00:00+00:00,PT60M
15,126,2023-03-23T06:00:00+00:00,PT60M
17,266,2023-03-23T07:00:00+00:00,PT60M
19,419,2023-03-23T08:00:00+00:00,PT60M
20,615,2023-03-23T09:00:00+00:00,PT60M
22,711,2023-03-23T10:00:00+00:00,PT60M
23,689,2023-03-23T11:00:00+00:00,PT60M
23,611,2023-03-23T12:00:00+00:00,PT60M
23,498,2023-03-23T13:00:00+00:00,PT60M
23,408,2023-03-23T14:00:00+00:00,PT60M
23,200,2023-03-23T15:00:00+00:00,PT60M
22,77,2023-03-23T16:00:00+00:00,PT60M
20,1,2023-03-23T17:00:00+00:00,PT60M
19,0,2023-03-23T18:00:00+00:00,PT60M
18,0,2023-03-23T19:00:00+00:00,PT60M
17,0,2023-03-23T20:00:00+00:00,PT60M
17,0,2023-03-23T21:00:00+00:00,PT60M
17,0,2023-03-23T22:00:00+00:00,PT60M
18,0,2023-03-23T23:00:00+00:00,PT60M
18,0,2023-03-24T00:00:00+00:00,PT60M
17,0,2023-03-24T01:00:00+00:00,PT60M
16,0,2023-03-24T02:00:00+00:00,PT60M
16,0,2023-03-24T03:00:00+00:00,PT60M
15,0,2023-03-24T04:00:00+00:00,PT60M
15,19,2023-03-24T05:00:00+00:00,PT60M
16,51,2023-03-24T06:00:00+00:00,PT60M
17,110,2023-03-24T07:00:00+00:00,PT60M
18,212,2023-03-24T08:00:00+00:00,PT60M
19,236,2023-03-24T09:00:00+00:00,PT60M
20,394,2023-03-24T10:00:00+00:00,PT60M
20,341,2023-03-24T11:00:00+00:00,PT60M
21,349,2023-03-24T12:00:00+00:00,PT60M
21,429,2023-03-24T13:00:00+00:00,PT60M
21,326,2023-03-24T14:00:00+00:00,PT60M
20,177,2023-03-24T15:00:00+00:00,PT60M
19,57,2023-03-24T16:00:00+00:00,PT60M
18,1,2023-03-24T17:00:00+00:00,PT60M
18,0,2023-03-24T18:00:00+00:00,PT60M
17,0,2023-03-24T19:00:00+00:00,PT60M
17,0,2023-03-24T20:00:00+00:00,PT60M
17,0,2023-03-24T21:00:00+00:00,PT60M
17,0,2023-03-24T22:00:00+00:00,PT60M
17,0,2023-03-24T23:00:00+00:00,PT60M
17,0,2023-03-25T00:00:00+00:00,PT60M
17,0,2023-03-25T01:00:00+00:00,PT60M
16,0,2023-03-25T02:00:00+00:00,PT60M
16,0,2023-03-25T03:00:00+00:00,PT60M
16,0,2023-03-25T04:00:00+00:00,PT60M
16,8,2023-03-25T05:00:00+00:00,PT60M
16,19,2023-03-25T06:00:00+00:00,PT60M
16,54,2023-03-25T07:00:00+00:00,PT60M
16,138,2023-03-25T08:00:00+00:00,PT60M
17,183,2023-03-25T09:00:00+00:00,PT60M
17,170,2023-03-25T10:00:00+00:00,PT60M
18,175,2023-03-25T11:00:00+00:00,PT60M
19,199,2023-03-25T12:00:00+00:00,PT60M
20,242,2023-03-25T13:00:00+00:00,PT60M
20,205,2023-03-25T14:00:00+00:00,PT60M
20,75,2023-03-25T15:00:00+00:00,PT60M
19,54,2023-03-25T16:00:00+00:00,PT60M
18,2,2023-03-25T17:00:00+00:00,PT60M
17,0,2023-03-25T18:00:00+00:00,PT60M
17,0,2023-03-25T19:00:00+00:00,PT60M
16,0,2023-03-25T20:00:00+00:00,PT60M
16,0,2023-03-25T21:00:00+00:00,PT60M
16,0,2023-03-25T22:00:00+00:00,PT60M
15,0,2023-03-25T23:00:00+00:00,PT60M
15,0,2023-03-26T00:00:00+00:00,PT60M
14,0,2023-03-26T01:00:00+00:00,PT60M
14,0,2023-03-26T02:00:00+00:00,PT60M
14,0,2023-03-26T03:00:00+00:00,PT60M
14,0,2023-03-26T04:00:00+00:00,PT60M
15,32,2023-03-26T05:00:00+00:00,PT60M
16,110,2023-03-26T06:00:00+00:00,PT60M
17,272,2023-03-26T07:00:00+00:00,PT60M
20,564,2023-03-26T08:00:00+00:00,PT60M
21,679,2023-03-26T09:00:00+00:00,PT60M
23,891,2023-03-26T10:00:00+00:00,PT60M
24,876,2023-03-26T11:00:00+00:00,PT60M
24,830,2023-03-26T12:00:00+00:00,PT60M
24,632,2023-03-26T13:00:00+00:00,PT60M
25,148,2023-03-26T14:00:00+00:00,PT60M
24,138,2023-03-26T15:00:00+00:00,PT60M
23,113,2023-03-26T16:00:00+00:00,PT60M
20,2,2023-03-26T17:00:00+00:00,PT60M
18,0,2023-03-26T18:00:00+00:00,PT60M
17,0,2023-03-26T19:00:00+00:00,PT60M
16,0,2023-03-26T20:00:00+00:00,PT60M
15,0,2023-03-26T21:00:00+00:00,PT60M
14,0,2023-03-26T22:00:00+00:00,PT60M
14,0,2023-03-26T23:00:00+00:00,PT60M
13,0,2023-03-27T00:00:00+00:00,PT60M
13,0,2023-03-27T01:00:00+00:00,PT60M
13,0,2023-03-27T02:00:00+00:00,PT60M
13,0,2023-03-27T03:00:00+00:00,PT60M
14,0,2023-03-27T04:00:00+00:00,PT60M
14,27,2023-03-27T05:00:00+00:00,PT60M
16,112,2023-03-27T06:00:00+00:00,PT60M
17,156,2023-03-27T07:00:00+00:00,PT60M
19,387,2023-03-27T08:00:00+00:00,PT60M
20,567,2023-03-27T09:00:00+00:00,PT60M
22,705,2023-03-27T10:00:00+00:00,PT60M
23,656,2023-03-27T11:00:00+00:00,PT60M
23,572,2023-03-27T12:00:00+00:00,PT60M
23,507,2023-03-27T13:00:00+00:00,PT60M
23,458,2023-03-27T14:00:00+00:00,PT60M
22,137,2023-03-27T15:00:00+00:00,PT60M
21,39,2023-03-27T16:00:00+00:00,PT60M
19,1,2023-03-27T17:00:00+00:00,PT60M
18,0,2023-03-27T18:00:00+00:00,PT60M
17,0,2023-03-27T19:00:00+00:00,PT60M
16,0,2023-03-27T20:00:00+00:00,PT60M
16,0,2023-03-27T21:00:00+00:00,PT60M
15,0,2023-03-27T22:00:00+00:00,PT60M
14,0,2023-03-27T23:00:00+00:00,PT60M
14,0,2023-03-28T00:00:00+00:00,PT60M
13,0,2023-03-28T01:00:00+00:00,PT60M
13,0,2023-03-28T02:00:00+00:00,PT60M
13,0,2023-03-28T03:00:00+00:00,PT60M
13,0,2023-03-28T04:00:00+00:00,PT60M
13,16,2023-03-28T05:00:00+00:00,PT60M
14,58,2023-03-28T06:00:00+00:00,PT60M
14,124,2023-03-28T07:00:00+00:00,PT60M
15,315,2023-03-28T08:00:00+00:00,PT60M
17,472,2023-03-28T09:00:00+00:00,PT60M
18,493,2023-03-28T10:00:00+00:00,PT60M
18,326,2023-03-28T11:00:00+00:00,PT60M
19,380,2023-03-28T12:00:00+00:00,PT60M
19,258,2023-03-28T13:00:00+00:00,PT60M
20,228,2023-03-28T14:00:00+00:00,PT60M
19,263,2023-03-28T15:00:00+00:00,PT60M
18,95,2023-03-28T16:00:00+00:00,PT60M
17,1,2023-03-28T17:00:00+00:00,PT60M
15,0,2023-03-28T18:00:00+00:00,PT60M
14,0,2023-03-28T19:00:00+00:00,PT60M
13,0,2023-03-28T20:00:00+00:00,PT60M
12,0,2023-03-28T21:00:00+00:00,PT60M
12,0,2023-03-28T22:00:00+00:00,PT60M
12,0,2023-03-28T23:00:00+00:00,PT60M
12,0,2023-03-29T00:00:00+00:00,PT60M
12,0,2023-03-29T01:00:00+00:00,PT60M
12,0,2023-03-29T02:00:00+00:00,PT60M
12,0,2023-03-29T03:00:00+00:00,PT60M
11,0,2023-03-29T04:00:00+00:00,PT60M
12,33,2023-03-29T05:00:00+00:00,PT60M
14,237,2023-03-29T06:00:00+00:00,PT60M
16,394,2023-03-29T07:00:00+00:00,PT60M
19,674,2023-03-29T08:00:00+00:00,PT60M
22,828,2023-03-29T09:00:00+00:00,PT60M
23,921,2023-03-29T10:00:00+00:00,PT60M
25,940,2023-03-29T11:00:00+00:00,PT60M
25,834,2023-03-29T12:00:00+00:00,PT60M
25,545,2023-03-29T13:00:00+00:00,PT60M
23,102,2023-03-29T14:00:00+00:00,PT60M
22,13,2023-03-29T15:00:00+00:00,PT60M
21,10,2023-03-29T16:00:00+00:00,PT60M
19,0,2023-03-29T17:00:00+00:00,PT60M
17,0,2023-03-29T18:00:00+00:00,PT60M
16,0,2023-03-29T19:00:00+00:00,PT60M
16,0,2023-03-29T20:00:00+00:00,PT60M
15,0,2023-03-29T21:00:00+00:00,PT60M
15,0,2023-03-29T22:00:00+00:00,PT60M
14,0,2023-03-29T23:00:00+00:00,PT60M
14,0,2023-03-30T00:00:00+00:00,PT60M
14,0,2023-03-30T01:00:00+00:00,PT60M
13,0,2023-03-30T02:00:00+00:00,PT60M
14,0,2023-03-30T03:00:00+00:00,PT60M
14,0,2023-03-30T04:00:00+00:00,PT60M
15,36,2023-03-30T05:00:00+00:00,PT60M
17,237,2023-03-30T06:00:00+00:00,PT60M
19,454,2023-03-30T07:00:00+00:00,PT60M
21,665,2023-03-30T08:00:00+00:00,PT60M
23,829,2023-03-30T09:00:00+00:00,PT60M
24,918,2023-03-30T10:00:00+00:00,PT60M
25,852,2023-03-30T11:00:00+00:00,PT60M
25,469,2023-03-30T12:00:00+00:00,PT60M
25,131,2023-03-30T13:00:00+00:00,PT60M
25,35,2023-03-30T14:00:00+00:00,PT60M
23,121,2023-03-30T15:00:00+00:00,PT60M
22,111,2023-03-30T16:00:00+00:00,PT60M
19,1,2023-03-30T17:00:00+00:00,PT60M
17,0,2023-03-30T18:00:00+00:00,PT60M
16,0,2023-03-30T19:00:00+00:00,PT60M
16,0,2023-03-30T20:00:00+00:00,PT60M
16,0,2023-03-30T21:00:00+00:00,PT60M
15,0,2023-03-30T22:00:00+00:00,PT60M
14,0,2023-03-30T23:00:00+00:00,PT60M
13,0,2023-03-31T00:00:00+00:00,PT60M
14,0,2023-03-31T01:00:00+00:00,PT60M
14,0,2023-03-31T02:00:00+00:00,PT60M
14,0,2023-03-31T03:00:00+00:00,PT60M
14,0,2023-03-31T04:00:00+00:00,PT60M
14,11,2023-03-31T05:00:00+00:00,PT60M
14,22,2023-03-31T06:00:00+00:00,PT60M
14,36,2023-03-31T07:00:00+00:00,PT60M
14,92,2023-03-31T08:00:00+00:00,PT60M
14,132,2023-03-31T09:00:00+00:00,PT60M
15,179,2023-03-31T10:00:00+00:00,PT60M
16,179,2023-03-31T11:00:00+00:00,PT60M
17,314,2023-03-31T12:00:00+00:00,PT60M
17,302,2023-03-31T13:00:00+00:00,PT60M
18,289,2023-03-31T14:00:00+00:00,PT60M
17,186,2023-03-31T15:00:00+00:00,PT60M
16,36,2023-03-31T16:00:00+00:00,PT60M
15,0,2023-03-31T17:00:00+00:00,PT60M
14,0,2023-03-31T18:00:00+00:00,PT60M
14,0,2023-03-31T19:00:00+00:00,PT60M
13,0,2023-03-31T20:00:00+00:00,PT60M
13,0,2023-03-31T21:00:00+00:00,PT60M
12,0,2023-03-31T22:00:00+00:00,PT60M
10,0,2023-03-31T23:00:00+00:00,PT60M
10,0,2023-04-01T00:00:00+00:00,PT60M
9,0,2023-04-01T01:00:00+00:00,PT60M
9,0,2023-04-01T02:00:00+00:00,PT60M
10,0,2023-04-01T03:00:00+00:00,PT60M
10,0,2023-04-01T04:00:00+00:00,PT60M
11,27,2023-04-01T05:00:00+00:00,PT60M
13,186,2023-04-01T06:00:00+00:00,PT60M
15,394,2023-04-01T07:00:00+00:00,PT60M
18,492,2023-04-01T08:00:00+00:00,PT60M
20,775,2023-04-01T09:00:00+00:00,PT60M
22,903,2023-04-01T10:00:00+00:00,PT60M
23,921,2023-04-01T11:00:00+00:00,PT60M
23,760,2023-04-01T12:00:00+00:00,PT60M
24,638,2023-04-01T13:00:00+00:00,PT60M
24,498,2023-04-01T14:00:00+00:00,PT60M
23,312,2023-04-01T15:00:00+00:00,PT60M
21,98,2023-04-01T16:00:00+00:00,PT60M
20,0,2023-04-01T17:00:00+00:00,PT60M
19,0,2023-04-01T18:00:00+00:00,PT60M
17,0,2023-04-01T19:00:00+00:00,PT60M
17,0,2023-04-01T20:00:00+00:00,PT60M
17,0,2023-04-01T21:00:00+00:00,PT60M
16,0,2023-04-01T22:00:00+00:00,PT60M
16,0,2023-04-01T23:00:00+00:00,PT60M
16,0,2023-04-02T00:00:00+00:00,PT60M
15,0,2023-04-02T01:00:00+00:00,PT60M
14,0,2023-04-02T02:00:00+00:00,PT60M
13,0,2023-04-02T03:00:00+00:00,PT60M
13,0,2023-04-02T04:00:00+00:00,PT60M
13,25,2023-04-02T05:00:00+00:00,PT60M
15,173,2023-04-02T06:00:00+00:00,PT60M
17,422,2023-04-02T07:00:00+00:00,PT60M
19,602,2023-04-02T08:00:00+00:00,PT60M
21,717,2023-04-02T09:00:00+00:00,PT60M
23,850,2023-04-02T10:00:00+00:00,PT60M
24,829,2023-04-02T11:00:00+00:00,PT60M
25,755,2023-04-02T12:00:00+00:00,PT60M
25,657,2023-04-02T13:00:00+00:00,PT60M
24,511,2023-04-02T14:00:00+00:00,PT60M
22,313,2023-04-02T15:00:00+00:00,PT60M
21,88,2023-04-02T16:00:00+00:00,PT60M
20,0,2023-04-02T17:00:00+00:00,PT60M
18,0,2023-04-02T18:00:00+00:00,PT60M
18,0,2023-04-02T19:00:00+00:00,PT60M
17,0,2023-04-02T20:00:00+00:00,PT60M
16,0,2023-04-02T21:00:00+00:00,PT60M
16,0,2023-04-02T22:00:00+00:00,PT60M
16,0,2023-04-02T23:00:00+00:00,PT60M
16,0,2023-04-03T00:00:00+00:00,PT60M
15,0,2023-04-03T01:00:00+00:00,PT60M
14,0,2023-04-03T02:00:00+00:00,PT60M
14,0,2023-04-03T03:00:00+00:00,PT60M
14,0,2023-04-03T04:00:00+00:00,PT60M
14,19,2023-04-03T05:00:00+00:00,PT60M
15,184,2023-04-03T06:00:00+00:00,PT60M
17,277,2023-04-03T07:00:00+00:00,PT60M
19,342,2023-04-03T08:00:00+00:00,PT60M
21,582,2023-04-03T09:00:00+00:00,PT60M
22,726,2023-04-03T10:00:00+00:00,PT60M
23,838,2023-04-03T11:00:00+00:00,PT60M
23,765,2023-04-03T12:00:00+00:00,PT60M
23,706,2023-04-03T13:00:00+00:00,PT60M
23,482,2023-04-03T14:00:00+00:00,PT60M
22,292,2023-04-03T15:00:00+00:00,PT60M
22,85,2023-04-03T16:00:00+00:00,PT60M
20,0,2023-04-03T17:00:00+00:00,PT60M
18,0,2023-04-03T18:00:00+00:00,PT60M
16,0,2023-04-03T19:00:00+00:00,PT60M
15,0,2023-04-03T20:00:00+00:00,PT60M
14,0,2023-04-03T21:00:00+00:00,PT60M
13,0,2023-04-03T22:00:00+00:00,PT60M
13,0,2023-04-03T23:00:00+00:00,PT60M
13,0,2023-04-04T00:00:00+00:00,PT60M
13,0,2023-04-04T01:00:00+00:00,PT60M
12,0,2023-04-04T02:00:00+00:00,PT60M
12,0,2023-04-04T03:00:00+00:00,PT60M
12,0,2023-04-04T04:00:00+00:00,PT60M
12,32,2023-04-04T05:00:00+00:00,PT60M
14,232,2023-04-04T06:00:00+00:00,PT60M
17,465,2023-04-04T07:00:00+00:00,PT60M
20,669,2023-04-04T08:00:00+00:00,PT60M
22,824,2023-04-04T09:00:00+00:00,PT60M
23,917,2023-04-04T10:00:00+00:00,PT60M
24,938,2023-04-04T11:00:00+00:00,PT60M
24,878,2023-04-04T12:00:00+00:00,PT60M
25,748,2023-04-04T13:00:00+00:00,PT60M
25,560,2023-04-04T14:00:00+00:00,PT60M
24,332,2023-04-04T15:00:00+00:00,PT60M
22,98,2023-04-04T16:00:00+00:00,PT60M
20,0,2023-04-04T17:00:00+00:00,PT60M
18,0,2023-04-04T18:00:00+00:00,PT60M
16,0,2023-04-04T19:00:00+00:00,PT60M
15,0,2023-04-04T20:00:00+00:00,PT60M
14,0,2023-04-04T21:00:00+00:00,PT60M
13,0,2023-04-04T22:00:00+00:00,PT60M
12,0,2023-04-04T23:00:00+00:00,PT60M
11,0,2023-04-05T00:00:00+00:00,PT60M
11,0,2023-04-05T01:00:00+00:00,PT60M
11,0,2023-04-05T02:00:00+00:00,PT60M
10,0,2023-04-05T03:00:00+00:00,PT60M
10,0,2023-04-05T04:00:00+00:00,PT60M
10,28,2023-04-05T05:00:00+00:00,PT60M
12,215,2023-04-05T06:00:00+00:00,PT60M
14,443,2023-04-05T07:00:00+00:00,PT60M
17,655,2023-04-05T08:00:00+00:00,PT60M
19,809,2023-04-05T09:00:00+00:00,PT60M
21,884,2023-04-05T10:00:00+00:00,PT60M
22,860,2023-04-05T11:00:00+00:00,PT60M
23,801,2023-04-05T12:00:00+00:00,PT60M
23,626,2023-04-05T13:00:00+00:00,PT60M
24,446,2023-04-05T14:00:00+00:00,PT60M
23,253,2023-04-05T15:00:00+00:00,PT60M
21,70,2023-04-05T16:00:00+00:00,PT60M
19,0,2023-04-05T17:00:00+00:00,PT60M
