air_temp,ghi,period_end,period
11,0,2023-09-27T19:00:00+00:00,PT60M
11,0,2023-09-27T20:00:00+00:00,PT60M
10,0,2023-09-27T21:00:00+00:00,PT60M
10,0,2023-09-27T22:00:00+00:00,PT60M
11,0,2023-09-27T23:00:00+00:00,PT60M
10,0,2023-09-28T00:00:00+00:00,PT60M
10,0,2023-09-28T01:00:00+00:00,PT60M
10,0,2023-09-28T02:00:00+00:00,PT60M
9,0,2023-09-28T03:00:00+00:00,PT60M
9,0,2023-09-28T04:00:00+00:00,PT60M
10,58,2023-09-28T05:00:00+00:00,PT60M
11,163,2023-09-28T06:00:00+00:00,PT60M
13,237,2023-09-28T07:00:00+00:00,PT60M
15,475,2023-09-28T08:00:00+00:00,PT60M
18,766,2023-09-28T09:00:00+00:00,PT60M
20,873,2023-09-28T10:00:00+00:00,PT60M
21,827,2023-09-28T11:00:00+00:00,PT60M
22,703,2023-09-28T12:00:00+00:00,PT60M
22,593,2023-09-28T13:00:00+00:00,PT60M
22,473,2023-09-28T14:00:00+00:00,PT60M
22,311,2023-09-28T15:00:00+00:00,PT60M
21,87,2023-09-28T16:00:00+00:00,PT60M
19,0,2023-09-28T17:00:00+00:00,PT60M
17,0,2023-09-28T18:00:00+00:00,PT60M
16,0,2023-09-28T19:00:00+00:00,PT60M
16,0,2023-09-28T20:00:00+00:00,PT60M
16,0,2023-09-28T21:00:00+00:00,PT60M
16,0,2023-09-28T22:00:00+00:00,PT60M
14,0,2023-09-28T23:00:00+00:00,PT60M
13,0,2023-09-29T00:00:00+00:00,PT60M
13,0,2023-09-29T01:00:00+00:00,PT60M
12,0,2023-09-29T02:00:00+00:00,PT60M
12,0,2023-09-29T03:00:00+00:00,PT60M
12,0,2023-09-29T04:00:00+00:00,PT60M
13,58,2023-09-29T05:00:00+00:00,PT60M
15,188,2023-09-29T06:00:00+00:00,PT60M
17,404,2023-09-29T07:00:00+00:00,PT60M
20,754,2023-09-29T08:00:00+00:00,PT60M
22,896,2023-09-29T09:00:00+00:00,PT60M
24,832,2023-09-29T10:00:00+00:00,PT60M
25,758,2023-09-29T11:00:00+00:00,PT60M
25,883,2023-09-29T12:00:00+00:00,PT60M
26,752,2023-09-29T13:00:00+00:00,PT60M
26,552,2023-09-29T14:00:00+00:00,PT60M
26,317,2023-09-29T15:00:00+00:00,PT60M
24,89,2023-09-29T16:00:00+00:00,PT60M
22,0,2023-09-29T17:00:00+00:00,PT60M
20,0,2023-09-29T18:00:00+00:00,PT60M
19,0,2023-09-29T19:00:00+00:00,PT60M
18,0,2023-09-29T20:00:00+00:00,PT60M
17,0,2023-09-29T21:00:00+00:00,PT60M
16,0,2023-09-29T22:00:00+00:00,PT60M
15,0,2023-09-29T23:00:00+00:00,PT60M
15,0,2023-09-30T00:00:00+00:00,PT60M
14,0,2023-09-30T01:00:00+00:00,PT60M
15,0,2023-09-30T02:00:00+00:00,PT60M
15,0,2023-09-30T03:00:00+00:00,PT60M
15,0,2023-09-30T04:00:00+00:00,PT60M
16,105,2023-09-30T05:00:00+00:00,PT60M
19,340,2023-09-30T06:00:00+00:00,PT60M
22,578,2023-09-30T07:00:00+00:00,PT60M
24,778,2023-09-30T08:00:00+00:00,PT60M
27,920,2023-09-30T09:00:00+00:00,PT60M
28,989,2023-09-30T10:00:00+00:00,PT60M
30,983,2023-09-30T11:00:00+00:00,PT60M
30,905,2023-09-30T12:00:00+00:00,PT60M
31,760,2023-09-30T13:00:00+00:00,PT60M
31,562,2023-09-30T14:00:00+00:00,PT60M
30,328,2023-09-30T15:00:00+00:00,PT60M
29,96,2023-09-30T16:00:00+00:00,PT60M
26,0,2023-09-30T17:00:00+00:00,PT60M
23,0,2023-09-30T18:00:00+00:00,PT60M
22,0,2023-09-30T19:00:00+00:00,PT60M
21,0,2023-09-30T20:00:00+00:00,PT60M
21,0,2023-09-30T21:00:00+00:00,PT60M
20,0,2023-09-30T22:00:00+00:00,PT60M
19,0,2023-09-30T23:00:00+00:00,PT60M
17,0,2023-10-01T00:00:00+00:00,PT60M
16,0,2023-10-01T01:00:00+00:00,PT60M
15,0,2023-10-01T02:00:00+00:00,PT60M
14,0,2023-10-01T03:00:00+00:00,PT60M
13,1,2023-10-01T04:00:00+00:00,PT60M
15,117,2023-10-01T05:00:00+00:00,PT60M
19,359,2023-10-01T06:00:00+00:00,PT60M
22,593,2023-10-01T07:00:00+00:00,PT60M
24,790,2023-10-01T08:00:00+00:00,PT60M
26,930,2023-10-01T09:00:00+00:00,PT60M
28,1002,2023-10-01T10:00:00+00:00,PT60M
29,997,2023-10-01T11:00:00+00:00,PT60M
29,918,2023-10-01T12:00:00+00:00,PT60M
29,771,2023-10-01T13:00:00+00:00,PT60M
29,569,2023-10-01T14:00:00+00:00,PT60M
28,333,2023-10-01T15:00:00+00:00,PT60M
27,100,2023-10-01T16:00:00+00:00,PT60M
23,0,2023-10-01T17:00:00+00:00,PT60M
20,0,2023-10-01T18:00:00+00:00,PT60M
19,0,2023-10-01T19:00:00+00:00,PT60M
17,0,2023-10-01T20:00:00+00:00,PT60M
16,0,2023-10-01T21:00:00+00:00,PT60M
14,0,2023-10-01T22:00:00+00:00,PT60M
12,0,2023-10-01T23:00:00+00:00,PT60M
12,0,2023-10-02T00:00:00+00:00,PT60M
12,0,2023-10-02T01:00:00+00:00,PT60M
11,0,2023-10-02T02:00:00+00:00,PT60M
11,0,2023-10-02T03:00:00+00:00,PT60M
11,1,2023-10-02T04:00:00+00:00,PT60M
12,56,2023-10-02T05:00:00+00:00,PT60M
12,106,2023-10-02T06:00:00+00:00,PT60M
13,144,2023-10-02T07:00:00+00:00,PT60M
15,238,2023-10-02T08:00:00+00:00,PT60M
16,355,2023-10-02T09:00:00+00:00,PT60M
18,676,2023-10-02T10:00:00+00:00,PT60M
20,984,2023-10-02T11:00:00+00:00,PT60M
21,908,2023-10-02T12:00:00+00:00,PT60M
22,766,2023-10-02T13:00:00+00:00,PT60M
22,568,2023-10-02T14:00:00+00:00,PT60M
22,333,2023-10-02T15:00:00+00:00,PT60M
21,99,2023-10-02T16:00:00+00:00,PT60M
19,0,2023-10-02T17:00:00+00:00,PT60M
17,0,2023-10-02T18:00:00+00:00,PT60M
16,0,2023-10-02T19:00:00+00:00,PT60M
15,0,2023-10-02T20:00:00+00:00,PT60M
14,0,2023-10-02T21:00:00+00:00,PT60M
13,0,2023-10-02T22:00:00+00:00,PT60M
12,0,2023-10-02T23:00:00+00:00,PT60M
11,0,2023-10-03T00:00:00+00:00,PT60M
10,0,2023-10-03T01:00:00+00:00,PT60M
9,0,2023-10-03T02:00:00+00:00,PT60M
9,0,2023-10-03T03:00:00+00:00,PT60M
9,1,2023-10-03T04:00:00+00:00,PT60M
10,120,2023-10-03T05:00:00+00:00,PT60M
13,360,2023-10-03T06:00:00+00:00,PT60M
15,595,2023-10-03T07:00:00+00:00,PT60M
18,792,2023-10-03T08:00:00+00:00,PT60M
21,932,2023-10-03T09:00:00+00:00,PT60M
24,1004,2023-10-03T10:00:00+00:00,PT60M
26,1000,2023-10-03T11:00:00+00:00,PT60M
27,919,2023-10-03T12:00:00+00:00,PT60M
27,773,2023-10-03T13:00:00+00:00,PT60M
28,571,2023-10-03T14:00:00+00:00,PT60M
27,334,2023-10-03T15:00:00+00:00,PT60M
26,100,2023-10-03T16:00:00+00:00,PT60M
23,0,2023-10-03T17:00:00+00:00,PT60M
20,0,2023-10-03T18:00:00+00:00,PT60M
19,0,2023-10-03T19:00:00+00:00,PT60M
18,0,2023-10-03T20:00:00+00:00,PT60M
18,0,2023-10-03T21:00:00+00:00,PT60M
18,0,2023-10-03T22:00:00+00:00,PT60M
18,0,2023-10-03T23:00:00+00:00,PT60M
18,0,2023-10-04T00:00:00+00:00,PT60M
17,0,2023-10-04T01:00:00+00:00,PT60M
17,0,2023-10-04T02:00:00+00:00,PT60M
16,0,2023-10-04T03:00:00+00:00,PT60M
16,2,2023-10-04T04:00:00+00:00,PT60M
17,123,2023-10-04T05:00:00+00:00,PT60M
20,362,2023-10-04T06:00:00+00:00,PT60M
23,596,2023-10-04T07:00:00+00:00,PT60M
26,793,2023-10-04T08:00:00+00:00,PT60M
29,931,2023-10-04T09:00:00+00:00,PT60M
30,995,2023-10-04T10:00:00+00:00,PT60M
32,992,2023-10-04T11:00:00+00:00,PT60M
32,912,2023-10-04T12:00:00+00:00,PT60M
32,765,2023-10-04T13:00:00+00:00,PT60M
32,562,2023-10-04T14:00:00+00:00,PT60M
31,326,2023-10-04T15:00:00+00:00,PT60M
29,92,2023-10-04T16:00:00+00:00,PT60M
26,0,2023-10-04T17:00:00+00:00,PT60M
23,0,2023-10-04T18:00:00+00:00,PT60M
22,0,2023-10-04T19:00:00+00:00,PT60M
22,0,2023-10-04T20:00:00+00:00,PT60M
21,0,2023-10-04T21:00:00+00:00,PT60M
19,0,2023-10-04T22:00:00+00:00,PT60M
18,0,2023-10-04T23:00:00+00:00,PT60M
17,0,2023-10-05T00:00:00+00:00,PT60M
16,0,2023-10-05T01:00:00+00:00,PT60M
15,0,2023-10-05T02:00:00+00:00,PT60M
15,0,2023-10-05T03:00:00+00:00,PT60M
15,2,2023-10-05T04:00:00+00:00,PT60M
17,127,2023-10-05T05:00:00+00:00,PT60M
21,370,2023-10-05T06:00:00+00:00,PT60M
24,607,2023-10-05T07:00:00+00:00,PT60M
26,804,2023-10-05T08:00:00+00:00,PT60M
29,943,2023-10-05T09:00:00+00:00,PT60M
30,1013,2023-10-05T10:00:00+00:00,PT60M
32,1007,2023-10-05T11:00:00+00:00,PT60M
32,927,2023-10-05T12:00:00+00:00,PT60M
33,776,2023-10-05T13:00:00+00:00,PT60M
32,571,2023-10-05T14:00:00+00:00,PT60M
32,332,2023-10-05T15:00:00+00:00,PT60M
31,98,2023-10-05T16:00:00+00:00,PT60M
27,0,2023-10-05T17:00:00+00:00,PT60M
24,0,2023-10-05T18:00:00+00:00,PT60M
23,0,2023-10-05T19:00:00+00:00,PT60M
22,0,2023-10-05T20:00:00+00:00,PT60M
22,0,2023-10-05T21:00:00+00:00,PT60M
22,0,2023-10-05T22:00:00+00:00,PT60M
21,0,2023-10-05T23:00:00+00:00,PT60M
21,0,2023-10-06T00:00:00+00:00,PT60M
19,0,2023-10-06T01:00:00+00:00,PT60M
17,0,2023-10-06T02:00:00+00:00,PT60M
15,0,2023-10-06T03:00:00+00:00,PT60M
14,2,2023-10-06T04:00:00+00:00,PT60M
17,125,2023-10-06T05:00:00+00:00,PT60M
21,365,2023-10-06T06:00:00+00:00,PT60M
24,602,2023-10-06T07:00:00+00:00,PT60M
27,800,2023-10-06T08:00:00+00:00,PT60M
29,939,2023-10-06T09:00:00+00:00,PT60M
31,1009,2023-10-06T10:00:00+00:00,PT60M
32,1004,2023-10-06T11:00:00+00:00,PT60M
32,923,2023-10-06T12:00:00+00:00,PT60M
33,770,2023-10-06T13:00:00+00:00,PT60M
32,565,2023-10-06T14:00:00+00:00,PT60M
31,326,2023-10-06T15:00:00+00:00,PT60M
29,96,2023-10-06T16:00:00+00:00,PT60M
27,0,2023-10-06T17:00:00+00:00,PT60M
24,0,2023-10-06T18:00:00+00:00,PT60M
22,0,2023-10-06T19:00:00+00:00,PT60M
21,0,2023-10-06T20:00:00+00:00,PT60M
21,0,2023-10-06T21:00:00+00:00,PT60M
19,0,2023-10-06T22:00:00+00:00,PT60M
18,0,2023-10-06T23:00:00+00:00,PT60M
17,0,2023-10-07T00:00:00+00:00,PT60M
16,0,2023-10-07T01:00:00+00:00,PT60M
15,0,2023-10-07T02:00:00+00:00,PT60M
14,0,2023-10-07T03:00:00+00:00,PT60M
14,3,2023-10-07T04:00:00+00:00,PT60M
16,129,2023-10-07T05:00:00+00:00,PT60M
20,371,2023-10-07T06:00:00+00:00,PT60M
23,607,2023-10-07T07:00:00+00:00,PT60M
25,804,2023-10-07T08:00:00+00:00,PT60M
28,944,2023-10-07T09:00:00+00:00,PT60M
30,1013,2023-10-07T10:00:00+00:00,PT60M
31,1006,2023-10-07T11:00:00+00:00,PT60M
32,924,2023-10-07T12:00:00+00:00,PT60M
32,772,2023-10-07T13:00:00+00:00,PT60M
32,565,2023-10-07T14:00:00+00:00,PT60M
32,324,2023-10-07T15:00:00+00:00,PT60M
30,95,2023-10-07T16:00:00+00:00,PT60M
27,0,2023-10-07T17:00:00+00:00,PT60M
23,0,2023-10-07T18:00:00+00:00,PT60M
22,0,2023-10-07T19:00:00+00:00,PT60M
21,0,2023-10-07T20:00:00+00:00,PT60M
21,0,2023-10-07T21:00:00+00:00,PT60M
21,0,2023-10-07T22:00:00+00:00,PT60M
20,0,2023-10-07T23:00:00+00:00,PT60M
20,0,2023-10-08T00:00:00+00:00,PT60M
19,0,2023-10-08T01:00:00+00:00,PT60M
18,0,2023-10-08T02:00:00+00:00,PT60M
18,0,2023-10-08T03:00:00+00:00,PT60M
16,2,2023-10-08T04:00:00+00:00,PT60M
18,117,2023-10-08T05:00:00+00:00,PT60M
22,357,2023-10-08T06:00:00+00:00,PT60M
25,594,2023-10-08T07:00:00+00:00,PT60M
28,790,2023-10-08T08:00:00+00:00,PT60M
30,927,2023-10-08T09:00:00+00:00,PT60M
31,992,2023-10-08T10:00:00+00:00,PT60M
32,985,2023-10-08T11:00:00+00:00,PT60M
32,902,2023-10-08T12:00:00+00:00,PT60M
32,716,2023-10-08T13:00:00+00:00,PT60M
32,294,2023-10-08T14:00:00+00:00,PT60M
31,144,2023-10-08T15:00:00+00:00,PT60M
30,47,2023-10-08T16:00:00+00:00,PT60M
28,0,2023-10-08T17:00:00+00:00,PT60M
25,0,2023-10-08T18:00:00+00:00,PT60M
24,0,2023-10-08T19:00:00+00:00,PT60M
22,0,2023-10-08T20:00:00+00:00,PT60M
20,0,2023-10-08T21:00:00+00:00,PT60M
18,0,2023-10-08T22:00:00+00:00,PT60M
17,0,2023-10-08T23:00:00+00:00,PT60M
16,0,2023-10-09T00:00:00+00:00,PT60M
15,0,2023-10-09T01:00:00+00:00,PT60M
15,0,2023-10-09T02:00:00+00:00,PT60M
14,0,2023-10-09T03:00:00+00:00,PT60M
14,3,2023-10-09T04:00:00+00:00,PT60M
15,102,2023-10-09T05:00:00+00:00,PT60M
16,243,2023-10-09T06:00:00+00:00,PT60M
18,375,2023-10-09T07:00:00+00:00,PT60M
20,600,2023-10-09T08:00:00+00:00,PT60M
22,851,2023-10-09T09:00:00+00:00,PT60M
24,980,2023-10-09T10:00:00+00:00,PT60M
25,956,2023-10-09T11:00:00+00:00,PT60M
26,816,2023-10-09T12:00:00+00:00,PT60M
27,741,2023-10-09T13:00:00+00:00,PT60M
27,554,2023-10-09T14:00:00+00:00,PT60M
26,316,2023-10-09T15:00:00+00:00,PT60M
25,89,2023-10-09T16:00:00+00:00,PT60M
24,0,2023-10-09T17:00:00+00:00,PT60M
23,0,2023-10-09T18:00:00+00:00,PT60M
22,0,2023-10-09T19:00:00+00:00,PT60M
21,0,2023-10-09T20:00:00+00:00,PT60M
20,0,2023-10-09T21:00:00+00:00,PT60M
19,0,2023-10-09T22:00:00+00:00,PT60M
17,0,2023-10-09T23:00:00+00:00,PT60M
16,0,2023-10-10T00:00:00+00:00,PT60M
16,0,2023-10-10T01:00:00+00:00,PT60M
15,0,2023-10-10T02:00:00+00:00,PT60M
15,0,2023-10-10T03:00:00+00:00,PT60M
15,2,2023-10-10T04:00:00+00:00,PT60M
16,70,2023-10-10T05:00:00+00:00,PT60M
18,189,2023-10-10T06:00:00+00:00,PT60M
19,288,2023-10-10T07:00:00+00:00,PT60M
21,219,2023-10-10T08:00:00+00:00,PT60M
22,207,2023-10-10T09:00:00+00:00,PT60M
23,135,2023-10-10T10:00:00+00:00,PT60M
23,316,2023-10-10T11:00:00+00:00,PT60M
23,207,2023-10-10T12:00:00+00:00,PT60M
23,107,2023-10-10T13:00:00+00:00,PT60M
21,81,2023-10-10T14:00:00+00:00,PT60M
21,92,2023-10-10T15:00:00+00:00,PT60M
20,20,2023-10-10T16:00:00+00:00,PT60M
19,0,2023-10-10T17:00:00+00:00,PT60M
18,0,2023-10-10T18:00:00+00:00,PT60M
18,0,2023-10-10T19:00:00+00:00,PT60M
18,0,2023-10-10T20:00:00+00:00,PT60M
18,0,2023-10-10T21:00:00+00:00,PT60M
18,0,2023-10-10T22:00:00+00:00,PT60M
18,0,2023-10-10T23:00:00+00:00,PT60M
18,0,2023-10-11T00:00:00+00:00,PT60M
18,0,2023-10-11T01:00:00+00:00,PT60M
18,0,2023-10-11T02:00:00+00:00,PT60M
18,0,2023-10-11T03:00:00+00:00,PT60M
17,1,2023-10-11T04:00:00+00:00,PT60M
18,46,2023-10-11T05:00:00+00:00,PT60M
18,88,2023-10-11T06:00:00+00:00,PT60M
18,202,2023-10-11T07:00:00+00:00,PT60M
19,474,2023-10-11T08:00:00+00:00,PT60M
19,376,2023-10-11T09:00:00+00:00,PT60M
20,245,2023-10-11T10:00:00+00:00,PT60M
22,277,2023-10-11T11:00:00+00:00,PT60M
22,188,2023-10-11T12:00:00+00:00,PT60M
22,93,2023-10-11T13:00:00+00:00,PT60M
22,58,2023-10-11T14:00:00+00:00,PT60M
21,45,2023-10-11T15:00:00+00:00,PT60M
21,29,2023-10-11T16:00:00+00:00,PT60M
20,0,2023-10-11T17:00:00+00:00,PT60M
20,0,2023-10-11T18:00:00+00:00,PT60M
19,0,2023-10-11T19:00:00+00:00,PT60M
19,0,2023-10-11T20:00:00+00:00,PT60M
18,0,2023-10-11T21:00:00+00:00,PT60M
18,0,2023-10-11T22:00:00+00:00,PT60M
18,0,2023-10-11T23:00:00+00:00,PT60M
17,0,2023-10-12T00:00:00+00:00,PT60M
17,0,2023-10-12T01:00:00+00:00,PT60M
16,0,2023-10-12T02:00:00+00:00,PT60M
16,0,2023-10-12T03:00:00+00:00,PT60M
16,3,2023-10-12T04:00:00+00:00,PT60M
16,77,2023-10-12T05:00:00+00:00,PT60M
17,198,2023-10-12T06:00:00+00:00,PT60M
18,223,2023-10-12T07:00:00+00:00,PT60M
19,437,2023-10-12T08:00:00+00:00,PT60M
19,359,2023-10-12T09:00:00+00:00,PT60M
18,243,2023-10-12T10:00:00+00:00,PT60M
18,142,2023-10-12T11:00:00+00:00,PT60M
19,257,2023-10-12T12:00:00+00:00,PT60M
20,238,2023-10-12T13:00:00+00:00,PT60M
21,204,2023-10-12T14:00:00+00:00,PT60M
22,205,2023-10-12T15:00:00+00:00,PT60M
21,64,2023-10-12T16:00:00+00:00,PT60M
20,1,2023-10-12T17:00:00+00:00,PT60M
19,0,2023-10-12T18:00:00+00:00,PT60M
18,0,2023-10-12T19:00:00+00:00,PT60M
18,0,2023-10-12T20:00:00+00:00,PT60M
17,0,2023-10-12T21:00:00+00:00,PT60M
17,0,2023-10-12T22:00:00+00:00,PT60M
15,0,2023-10-12T23:00:00+00:00,PT60M
14,0,2023-10-13T00:00:00+00:00,PT60M
14,0,2023-10-13T01:00:00+00:00,PT60M
14,0,2023-10-13T02:00:00+00:00,PT60M
13,0,2023-10-13T03:00:00+00:00,PT60M
14,5,2023-10-13T04:00:00+00:00,PT60M
15,140,2023-10-13T05:00:00+00:00,PT60M
16,383,2023-10-13T06:00:00+00:00,PT60M
18,628,2023-10-13T07:00:00+00:00,PT60M
21,829,2023-10-13T08:00:00+00:00,PT60M
23,972,2023-10-13T09:00:00+00:00,PT60M
25,1047,2023-10-13T10:00:00+00:00,PT60M
27,1043,2023-10-13T11:00:00+00:00,PT60M
28,965,2023-10-13T12:00:00+00:00,PT60M
28,817,2023-10-13T13:00:00+00:00,PT60M
28,613,2023-10-13T14:00:00+00:00,PT60M
27,371,2023-10-13T15:00:00+00:00,PT60M
25,126,2023-10-13T16:00:00+00:00,PT60M
23,1,2023-10-13T17:00:00+00:00,PT60M
20,0,2023-10-13T18:00:00+00:00,PT60M
19,0,2023-10-13T19:00:00+00:00,PT60M
18,0,2023-10-13T20:00:00+00:00,PT60M
17,0,2023-10-13T21:00:00+00:00,PT60M
15,0,2023-10-13T22:00:00+00:00,PT60M
14,0,2023-10-13T23:00:00+00:00,PT60M
13,0,2023-10-14T00:00:00+00:00,PT60M
12,0,2023-10-14T01:00:00+00:00,PT60M
11,0,2023-10-14T02:00:00+00:00,PT60M
10,0,2023-10-14T03:00:00+00:00,PT60M
10,9,2023-10-14T04:00:00+00:00,PT60M
13,173,2023-10-14T05:00:00+00:00,PT60M
17,424,2023-10-14T06:00:00+00:00,PT60M
20,661,2023-10-14T07:00:00+00:00,PT60M
22,856,2023-10-14T08:00:00+00:00,PT60M
24,992,2023-10-14T09:00:00+00:00,PT60M
25,1058,2023-10-14T10:00:00+00:00,PT60M
27,1050,2023-10-14T11:00:00+00:00,PT60M
27,966,2023-10-14T12:00:00+00:00,PT60M
28,813,2023-10-14T13:00:00+00:00,PT60M
28,606,2023-10-14T14:00:00+00:00,PT60M
27,363,2023-10-14T15:00:00+00:00,PT60M
26,120,2023-10-14T16:00:00+00:00,PT60M
24,1,2023-10-14T17:00:00+00:00,PT60M
22,0,2023-10-14T18:00:00+00:00,PT60M
22,0,2023-10-14T19:00:00+00:00,PT60M
20,0,2023-10-14T20:00:00+00:00,PT60M
18,0,2023-10-14T21:00:00+00:00,PT60M
17,0,2023-10-14T22:00:00+00:00,PT60M
16,0,2023-10-14T23:00:00+00:00,PT60M
15,0,2023-10-15T00:00:00+00:00,PT60M
15,0,2023-10-15T01:00:00+00:00,PT60M
14,0,2023-10-15T02:00:00+00:00,PT60M
13,0,2023-10-15T03:00:00+00:00,PT60M
13,5,2023-10-15T04:00:00+00:00,PT60M
14,99,2023-10-15T05:00:00+00:00,PT60M
15,147,2023-10-15T06:00:00+00:00,PT60M
16,277,2023-10-15T07:00:00+00:00,PT60M
17,304,2023-10-15T08:00:00+00:00,PT60M
19,391,2023-10-15T09:00:00+00:00,PT60M
20,606,2023-10-15T10:00:00+00:00,PT60M
21,502,2023-10-15T11:00:00+00:00,PT60M
22,391,2023-10-15T12:00:00+00:00,PT60M
22,519,2023-10-15T13:00:00+00:00,PT60M
21,312,2023-10-15T14:00:00+00:00,PT60M
21,214,2023-10-15T15:00:00+00:00,PT60M
19,97,2023-10-15T16:00:00+00:00,PT60M
17,0,2023-10-15T17:00:00+00:00,PT60M
17,0,2023-10-15T18:00:00+00:00,PT60M
16,0,2023-10-15T19:00:00+00:00,PT60M
16,0,2023-10-15T20:00:00+00:00,PT60M
15,0,2023-10-15T21:00:00+00:00,PT60M
14,0,2023-10-15T22:00:00+00:00,PT60M
13,0,2023-10-15T23:00:00+00:00,PT60M
13,0,2023-10-16T00:00:00+00:00,PT60M
13,0,2023-10-16T01:00:00+00:00,PT60M
13,0,2023-10-16T02:00:00+00:00,PT60M
13,0,2023-10-16T03:00:00+00:00,PT60M
13,2,2023-10-16T04:00:00+00:00,PT60M
13,61,2023-10-16T05:00:00+00:00,PT60M
13,125,2023-10-16T06:00:00+00:00,PT60M
14,248,2023-10-16T07:00:00+00:00,PT60M
15,468,2023-10-16T08:00:00+00:00,PT60M
16,758,2023-10-16T09:00:00+00:00,PT60M
18,626,2023-10-16T10:00:00+00:00,PT60M
20,297,2023-10-16T11:00:00+00:00,PT60M
21,405,2023-10-16T12:00:00+00:00,PT60M
21,559,2023-10-16T13:00:00+00:00,PT60M
21,148,2023-10-16T14:00:00+00:00,PT60M
20,56,2023-10-16T15:00:00+00:00,PT60M
18,46,2023-10-16T16:00:00+00:00,PT60M
17,2,2023-10-16T17:00:00+00:00,PT60M
15,0,2023-10-16T18:00:00+00:00,PT60M
14,0,2023-10-16T19:00:00+00:00,PT60M
14,0,2023-10-16T20:00:00+00:00,PT60M
13,0,2023-10-16T21:00:00+00:00,PT60M
13,0,2023-10-16T22:00:00+00:00,PT60M
12,0,2023-10-16T23:00:00+00:00,PT60M
12,0,2023-10-17T00:00:00+00:00,PT60M
12,0,2023-10-17T01:00:00+00:00,PT60M
12,0,2023-10-17T02:00:00+00:00,PT60M
12,0,2023-10-17T03:00:00+00:00,PT60M
12,8,2023-10-17T04:00:00+00:00,PT60M
12,141,2023-10-17T05:00:00+00:00,PT60M
14,389,2023-10-17T06:00:00+00:00,PT60M
15,628,2023-10-17T07:00:00+00:00,PT60M
17,824,2023-10-17T08:00:00+00:00,PT60M
18,844,2023-10-17T09:00:00+00:00,PT60M
20,835,2023-10-17T10:00:00+00:00,PT60M
20,728,2023-10-17T11:00:00+00:00,PT60M
21,668,2023-10-17T12:00:00+00:00,PT60M
21,493,2023-10-17T13:00:00+00:00,PT60M
21,435,2023-10-17T14:00:00+00:00,PT60M
20,355,2023-10-17T15:00:00+00:00,PT60M
19,117,2023-10-17T16:00:00+00:00,PT60M
18,2,2023-10-17T17:00:00+00:00,PT60M
16,0,2023-10-17T18:00:00+00:00,PT60M
15,0,2023-10-17T19:00:00+00:00,PT60M
14,0,2023-10-17T20:00:00+00:00,PT60M
13,0,2023-10-17T21:00:00+00:00,PT60M
12,0,2023-10-17T22:00:00+00:00,PT60M
11,0,2023-10-17T23:00:00+00:00,PT60M
11,0,2023-10-18T00:00:00+00:00,PT60M
10,0,2023-10-18T01:00:00+00:00,PT60M
10,0,2023-10-18T02:00:00+00:00,PT60M
10,0,2023-10-18T03:00:00+00:00,PT60M
10,11,2023-10-18T04:00:00+00:00,PT60M
12,171,2023-10-18T05:00:00+00:00,PT60M
14,423,2023-10-18T06:00:00+00:00,PT60M
16,656,2023-10-18T07:00:00+00:00,PT60M
19,847,2023-10-18T08:00:00+00:00,PT60M
21,980,2023-10-18T09:00:00+00:00,PT60M
23,1014,2023-10-18T10:00:00+00:00,PT60M
24,864,2023-10-18T11:00:00+00:00,PT60M
25,764,2023-10-18T12:00:00+00:00,PT60M
26,754,2023-10-18T13:00:00+00:00,PT60M
26,600,2023-10-18T14:00:00+00:00,PT60M
26,364,2023-10-18T15:00:00+00:00,PT60M
25,125,2023-10-18T16:00:00+00:00,PT60M
24,2,2023-10-18T17:00:00+00:00,PT60M
21,0,2023-10-18T18:00:00+00:00,PT60M
19,0,2023-10-18T19:00:00+00:00,PT60M
17,0,2023-10-18T20:00:00+00:00,PT60M
16,0,2023-10-18T21:00:00+00:00,PT60M
15,0,2023-10-18T22:00:00+00:00,PT60M
14,0,2023-10-18T23:00:00+00:00,PT60M
14,0,2023-10-19T00:00:00+00:00,PT60M
14,0,2023-10-19T01:00:00+00:00,PT60M
13,0,2023-10-19T02:00:00+00:00,PT60M
13,0,2023-10-19T03:00:00+00:00,PT60M
12,13,2023-10-19T04:00:00+00:00,PT60M
15,185,2023-10-19T05:00:00+00:00,PT60M
18,433,2023-10-19T06:00:00+00:00,PT60M
21,666,2023-10-19T07:00:00+00:00,PT60M
23,856,2023-10-19T08:00:00+00:00,PT60M
24,987,2023-10-19T09:00:00+00:00,PT60M
26,1043,2023-10-19T10:00:00+00:00,PT60M
27,1009,2023-10-19T11:00:00+00:00,PT60M
27,900,2023-10-19T12:00:00+00:00,PT60M
28,730,2023-10-19T13:00:00+00:00,PT60M
28,540,2023-10-19T14:00:00+00:00,PT60M
27,347,2023-10-19T15:00:00+00:00,PT60M
26,118,2023-10-19T16:00:00+00:00,PT60M
23,2,2023-10-19T17:00:00+00:00,PT60M
21,0,2023-10-19T18:00:00+00:00,PT60M
21,0,2023-10-19T19:00:00+00:00,PT60M
20,0,2023-10-19T20:00:00+00:00,PT60M
18,0,2023-10-19T21:00:00+00:00,PT60M
16,0,2023-10-19T22:00:00+00:00,PT60M
15,0,2023-10-19T23:00:00+00:00,PT60M
14,0,2023-10-20T00:00:00+00:00,PT60M
14,0,2023-10-20T01:00:00+00:00,PT60M
13,0,2023-10-20T02:00:00+00:00,PT60M
13,0,2023-10-20T03:00:00+00:00,PT60M
